balanced,28,1460,51,0,0,70,2830,{"foodWeight":9.67,"aggressionWeight":3.95,"tailPriorityWeight":3.61,"trapAvoidanceWeight":28.41,"spaceThreshold":19}
balanced,29,1411,50,0,0,74,2781,{"foodWeight":9.04,"aggressionWeight":4.26,"tailPriorityWeight":3.55,"trapAvoidanceWeight":29.02,"spaceThreshold":19}
aggressor,0,1473,54,0,0,64,2873,{"foodWeight":9.27,"aggressionWeight":3.89,"tailPriorityWeight":3.49,"trapAvoidanceWeight":26.95,"spaceThreshold":19}
aggressor,1,1583,61,0,0,72,3163,{"foodWeight":9.18,"aggressionWeight":4.04,"tailPriorityWeight":3.66,"trapAvoidanceWeight":27.03,"spaceThreshold":19}
aggressor,2,1463,53,0,0,68,2863,{"foodWeight":9.25,"aggressionWeight":4.14,"tailPriorityWeight":3.81,"trapAvoidanceWeight":26.06,"spaceThreshold":19}
aggressor,3,1388,49,0,0,74,2738,{"foodWeight":9.56,"aggressionWeight":4.17,"tailPriorityWeight":3.56,"trapAvoidanceWeight":26.81,"spaceThreshold":19}
aggressor,4,1425,50,0,0,70,2775,{"foodWeight":8.91,"aggressionWeight":4.07,"tailPriorityWeight":3.78,"trapAvoidanceWeight":25.71,"spaceThreshold":19}
aggressor,5,1442,51,0,0,64,2782,{"foodWeight":9.03,"aggressionWeight":4.16,"tailPriorityWeight":3.6,"trapAvoidanceWeight":27.52,"spaceThreshold":19}
aggressor,6,1630,62,0,0,62,3180,{"foodWeight":8.87,"aggressionWeight":4,"tailPriorityWeight":3.71,"trapAvoidanceWeight":26.07,"spaceThreshold":19}
aggressor,7,1309,44,0,0,58,2479,{"foodWeight":8.7,"aggressionWeight":3.89,"tailPriorityWeight":3.8,"trapAvoidanceWeight":26.57,"spaceThreshold":19}
aggressor,8,1429,51,0,0,54,2719,{"foodWeight":8.98,"aggressionWeight":4.1,"tailPriorityWeight":3.73,"trapAvoidanceWeight":27.37,"spaceThreshold":19}
aggressor,9,1405,49,0,0,60,2685,{"foodWeight":8.65,"aggressionWeight":3.87,"tailPriorityWeight":3.81,"trapAvoidanceWeight":25.18,"spaceThreshold":19}
aggressor,10,1374,48,0,0,76,2714,{"foodWeight":9.21,"aggressionWeight":3.97,"tailPriorityWeight":3.63,"trapAvoidanceWeight":26.94,"spaceThreshold":19}
aggressor,11,1388,47,0,0,52,2588,{"foodWeight":8.44,"aggressionWeight":4.16,"tailPriorityWeight":3.63,"trapAvoidanceWeight":26.09,"spaceThreshold":19}
aggressor,12,1339,44,0,0,74,2589,{"foodWeight":8.46,"aggressionWeight":4.04,"tailPriorityWeight":3.61,"trapAvoidanceWeight":24.94,"spaceThreshold":19}
aggressor,13,1472,52,0,0,76,2892,{"foodWeight":8.76,"aggressionWeight":4.18,"tailPriorityWeight":3.81,"trapAvoidanceWeight":26.85,"spaceThreshold":19}
aggressor,14,1416,50,0,0,70,2766,{"foodWeight":8.77,"aggressionWeight":4.03,"tailPriorityWeight":3.69,"trapAvoidanceWeight":27.18,"spaceThreshold":19}
aggressor,15,1435,51,0,0,64,2775,{"foodWeight":8.47,"aggressionWeight":3.98,"tailPriorityWeight":3.82,"trapAvoidanceWeight":24.84,"spaceThreshold":19}
aggressor,16,1416,51,0,0,70,2786,{"foodWeight":8.63,"aggressionWeight":4.09,"tailPriorityWeight":3.75,"trapAvoidanceWeight":27.03,"spaceThreshold":19}
aggressor,17,1465,53,0,0,78,2915,{"foodWeight":8.97,"aggressionWeight":3.89,"tailPriorityWeight":3.82,"trapAvoidanceWeight":25.69,"spaceThreshold":19}
aggressor,18,1514,56.00000000000001,0,0,74,3004,{"foodWeight":8.66,"aggressionWeight":4.02,"tailPriorityWeight":3.66,"trapAvoidanceWeight":26.82,"spaceThreshold":19}
aggressor,19,1356,45,0,0,70,2606,{"foodWeight":8.94,"aggressionWeight":3.84,"tailPriorityWeight":3.86,"trapAvoidanceWeight":25.98,"spaceThreshold":19}
aggressor,20,1363,46,0,0,70,2633,{"foodWeight":9.18,"aggressionWeight":3.97,"tailPriorityWeight":3.88,"trapAvoidanceWeight":25.43,"spaceThreshold":19}
aggressor,21,1513,55.00000000000001,0,0,70,2963,{"foodWeight":8.67,"aggressionWeight":4.03,"tailPriorityWeight":3.66,"trapAvoidanceWeight":26.14,"spaceThreshold":19}
aggressor,22,1552,56.99999999999999,0,0,60,2992,{"foodWeight":8.48,"aggressionWeight":3.81,"tailPriorityWeight":3.86,"trapAvoidanceWeight":25.55,"spaceThreshold":19}
aggressor,23,1381,48,0,0,66,2671,{"foodWeight":8.46,"aggressionWeight":4.03,"tailPriorityWeight":3.88,"trapAvoidanceWeight":27.03,"spaceThreshold":19}
aggressor,24,1417,50,0,0,72,2777,{"foodWeight":9.29,"aggressionWeight":4.14,"tailPriorityWeight":3.82,"trapAvoidanceWeight":26,"spaceThreshold":19}
aggressor,25,1423,51,0,0,68,2783,{"foodWeight":8.52,"aggressionWeight":4.05,"tailPriorityWeight":3.66,"trapAvoidanceWeight":25.29,"spaceThreshold":19}
aggressor,26,1617,61,0,0,70,3187,{"foodWeight":8.75,"aggressionWeight":3.94,"tailPriorityWeight":3.61,"trapAvoidanceWeight":25.33,"spaceThreshold":19}
aggressor,27,1433,50,0,0,56,2713,{"foodWeight":8.5,"aggressionWeight":3.82,"tailPriorityWeight":3.63,"trapAvoidanceWeight":25.7,"spaceThreshold":19}
aggressor,28,1376,48,0,0,78,2726,{"foodWeight":9.16,"aggressionWeight":3.92,"tailPriorityWeight":3.59,"trapAvoidanceWeight":24.3,"spaceThreshold":19}
aggressor,29,1568,57.99999999999999,0,0,68,3068,{"foodWeight":9.13,"aggressionWeight":3.93,"tailPriorityWeight":3.59,"trapAvoidanceWeight":25.71,"spaceThreshold":19}
